Customer ID,Age,Number of Dependents,Population,Satisfaction Score,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender_Female,Gender_Male,Gender_nan,Married_No,Married_Yes,Married_nan,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Offer_nan,Phone Service_No,Phone Service_Yes,Phone Service_nan,Multiple Lines_No,Multiple Lines_Yes,Multiple Lines_nan,Internet Service_No,Internet Service_Yes,Internet Service_nan,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Internet Type_nan,Online Security_No,Online Security_Yes,Online Security_nan,Online Backup_No,Online Backup_Yes,Online Backup_nan,Device Protection Plan_No,Device Protection Plan_Yes,Device Protection Plan_nan,Premium Tech Support_No,Premium Tech Support_Yes,Premium Tech Support_nan,Streaming TV_No,Streaming TV_Yes,Streaming TV_nan,Streaming Movies_No,Streaming Movies_Yes,Streaming Movies_nan,Streaming Music_No,Streaming Music_Yes,Streaming Music_nan,Unlimited Data_No,Unlimited Data_Yes,Unlimited Data_nan,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Contract_nan,Paperless Billing_No,Paperless Billing_Yes,Paperless Billing_nan,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Payment Method_nan,Churn Category
4660-IRIBM,0.26229508196721313,0.0,0.462459039749252,0.5623956981272019,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
4795-KTRTH,0.4548823155699731,0.0,0.24690126798689271,0.5,0.0,0.08450704225352113,0.24104820964192838,0.8117647058823529,0.7562189054726368,0.07513058149209577,0.0,0.0,0.023667227833894505,0.061213515995176444,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,-1
5702-KVQRD,0.2459016393442623,0.1111111111111111,0.3403998670275918,0.5623956981272019,0.36363636363636365,0.9859154929577465,0.45820756956879866,0.0,0.01641791044776118,0.15837339373208836,0.0,0.0,0.24343995510662178,0.1869554891377975,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
0311-UNPFF,0.26229508196721313,0.0,0.14187206154722895,0.0,0.09090909090909091,0.44420649616221375,0.2736547309461892,0.12941176470588237,0.518905472636816,0.13811592863085884,0.0,0.0,0.06525252525252526,0.11918819064758429,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
6963-KQYQB,0.9836065573770492,0.0,0.07468300327682006,0.5,0.2727272727272727,0.11267605633802817,0.4558911782356471,0.0,0.01592039800995026,0.018986317833040584,0.0,0.0,0.05755050505050505,0.030682439676266392,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,-1
4568-KNYWR,0.3442622950819672,0.0,0.19955359262952937,1.0,0.0,0.5774647887323944,0.1742348469693939,0.27058823529411763,0.3114427860696517,0.23794721272071737,0.0,0.0,0.10264309764309767,0.20257685662628638,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,-1
0899-LIIBW,0.32786885245901637,0.2222222222222222,0.25033955454243245,0.5,0.6363636363636364,0.07042253521126761,0.8259651930386077,0.2235294117647059,0.754228855721393,0.05776786539706018,0.0,0.0,0.06951178451178451,0.062312363793884926,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
6169-PPETC,0.16393442622950818,0.0,0.30358550600750345,0.5623956981272019,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
4116-TZAQJ,0.8524590163934426,0.0,0.003229329914042836,0.5623956981272019,0.45454545454545453,0.6338028169014085,0.4292858571714343,0.17647058823529413,0.4611265939909204,0.5471711195340667,0.0,0.0,0.27698092031425364,0.47831239055425756,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,-1
7779-ORAEL,0.5409836065573771,0.0,0.22302322268129363,0.75,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1494-EJZDW,0.4548823155699731,0.0,0.01778980861471245,1.0,0.0,0.23943661971830985,0.774754950990198,0.0,0.01840796019900499,0.0442590367014884,0.0,0.0,0.1956060606060606,0.09011806341873796,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1635-HDGFT,0.4262295081967213,0.0,0.16286270598850738,0.75,0.0,0.6338028169014085,0.5595119023804761,0.25882352941176473,0.8243781094527363,0.5379899694924655,0.0,0.0,0.36100448933782264,0.49671098295866034,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
6202-JVYEU,0.0,0.0,0.0973832929667094,0.25,0.36363636363636365,0.6056338028169014,0.22484496899379874,0.6941176470588235,0.7746268656716417,0.5021320606452806,0.0,0.0,0.13876543209876543,0.4045248444971476,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
4342-HFXWS,0.7540983606557377,0.0,0.007664909531272261,0.0,0.0,0.44420649616221375,0.04740948189637927,0.23529411764705882,0.9129353233830846,0.5611479615420172,0.0,0.0,0.03058922558922559,0.4149914952190923,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
6625-FLENO,0.4548823155699731,0.0,0.2096476751315864,0.5,0.0,0.22535211267605634,0.4230846169233846,0.047058823529411764,0.6034825870646767,0.15370481649255802,0.0,0.0,0.10088383838383837,0.14108904681225426,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
5055-MGMGF,0.7377049180327869,0.0,0.16003229329914043,0.5623956981272019,0.0,0.30985915492957744,0.07101420284056811,0.23911606548794143,0.7144278606965174,0.26137370155187495,0.5499096204057039,0.0,0.022909652076318742,0.2528086748198647,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,-1
5934-TSSAU,0.4548823155699731,0.0,0.11114593721802726,0.5,0.0,0.5492957746478874,0.45820756956879866,0.6823529411764706,0.48955223880597015,0.3134129148562448,0.0,0.0,0.4382716049382716,0.35722086840754047,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
3068-OMWZA,0.9672131147540983,0.0,0.2096476751315864,0.5623956981272019,0.09090909090909091,0.014084507042253521,0.35467093418683737,0.21176470588235294,0.6064676616915423,0.017796061754645466,0.0,0.0,0.00994949494949495,0.015633911413131647,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,4
4712-UYOOI,0.5573770491803278,0.0,0.3043168542527426,0.25,0.0,0.43661971830985913,0.7497499499899979,0.15294117647058825,0.6557213930348259,0.29665110474253487,0.0,0.0,0.33652076318742985,0.3147647010615505,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,-1
9314-QDMDW,0.9344262295081968,0.0,0.3037659685615235,0.75,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
6821-JPCDC,0.4548823155699731,0.0,0.0028114166310490574,0.5,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-1
8017-UVSZU,0.5573770491803278,0.0,0.0006933561286033149,0.0,0.0,0.0,0.8099619923984797,0.0,0.005970149253731357,0.0,0.0,0.0,0.011360830527497194,0.0031761217195546408,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2
8510-BBWMU,0.7213114754098361,0.0,0.24843994871064254,1.0,0.0,0.18309859154929578,0.0,0.1411764705882353,0.12786069651741294,0.04632176204123139,0.0,0.0,0.0,0.03331164628139535,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2868-LLSKM,0.3442622950819672,0.0,0.02047775086669516,0.5,0.0,0.5352112676056338,0.0,0.15294117647058825,0.26666666666666666,0.2047413793103448,0.0,0.0,0.0,0.1479547549000751,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
4939-KYYPY,0.4548823155699731,0.0,0.0006743600702854158,1.0,0.7272727272727273,0.38028169014084506,0.0,0.611764705882353,0.4154228855721393,0.19219746695017104,0.0,0.0,0.0,0.1388771347669088,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
8496-DMZUK,0.13114754098360656,0.0,0.4677494419907869,0.25,0.0,0.0,0.9887977595519103,0.5647058823529412,0.5104477611940298,0.005858833317925487,0.0,0.0,0.013869248035914702,0.008163586157528279,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3
4895-TMWIR,0.45901639344262296,0.0,0.14187206154722895,1.0,0.0,0.0,0.7503500700140028,0.11764705882352941,0.5258706467661691,0.26137370155187495,0.0,0.0,0.01052469135802469,0.007296382833890005,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
9074-KGVOX,0.01639344262295082,0.0,0.2705798546801539,0.5,0.7272727272727273,0.5633802816901409,0.04860972194438888,0.8117647058823529,0.41840796019900495,0.28802463714523435,0.0,0.0,0.027954545454545454,0.2528086748198647,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,-1
7921-LMDFQ,0.0,0.2222222222222222,0.17598898228617563,0.5,0.0,0.15492957746478872,0.3876775355071014,0.0,0.027860696517412943,0.025070490893963206,0.0,0.0,0.06525252525252526,0.0373808954355167,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4237-RLAQD,0.4426229508196721,0.0,0.4404331101296481,0.75,0.9090909090909091,0.6901408450704225,0.7659531906381276,0.18823529411764706,0.7960199004975125,0.5592874641767587,0.07129945772243422,0.0,0.5371773288439955,0.5643336081846599,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,-1
8822-KNBHV,0.36065573770491804,0.3333333333333333,0.05427173861423754,0.5,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
6356-ELRKD,0.8360655737704918,0.0,0.2638362539772997,0.5,0.8181818181818182,1.0,0.16963392678535708,0.0,0.07412935323383084,0.22170541739853936,0.0,0.0,0.17131313131313133,0.2112898666831689,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2276-YDAVZ,0.819672131147541,0.0,0.0007978344493517596,1.0,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2325-NBPZG,0.26229508196721313,0.2222222222222222,0.012147979294296434,0.75,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
9667-TKTVZ,0.5901639344262295,0.0,0.36529420145319846,0.0,0.0,0.09859154929577464,0.0,0.23911606548794143,0.12139303482587065,0.023990015716002587,0.0,0.0,0.0,0.017150890033266485,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
8731-WBBMB,0.6885245901639344,0.0,0.2096476751315864,0.5623956981272019,0.0,0.4788732394366197,0.4754950990198039,0.0,0.028358208955223896,0.08345081815660534,0.2858003615183772,0.0,0.23343153759820426,0.12856351992560616,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
7529-ZDFXI,0.4548823155699731,0.0,0.27571828845514557,0.5623956981272019,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1493-AMTIE,0.22950819672131148,0.0,0.011179180320083583,0.75,0.0,0.29577464788732394,0.655131026205241,0.2823529411764706,0.4059701492537313,0.1426747249699547,0.0,0.0,0.2021604938271605,0.16329179342999403,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
9894-QMIMJ,0.45901639344262296,0.0,0.6340314384765161,0.5623956981272019,0.0,0.9859154929577465,0.33146629325865173,0.058823529411764705,0.7900497512437812,0.7706619210501987,0.0,0.0,0.33009820426487096,0.6558766614428191,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
4471-KXAUH,0.26229508196721313,0.1111111111111111,0.02586313339981954,1.0,0.0,0.5352112676056338,0.6515303060612122,0.0,0.01592039800995026,0.09660141444023296,0.0,0.0,0.21054457778019167,0.1759218530219987,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
8331-ZXFOE,0.0,0.0,0.7030916084912381,0.25,0.0,0.028169014084507043,0.02480496099219844,0.611764705882353,0.3691542288557214,0.016912036609041323,0.0,0.0,0.0010437710437710438,0.012339876801934775,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,-1
7777-UNYHB,0.4548823155699731,0.0,0.3394500641116968,0.0,0.0,0.07042253521126761,0.1264252850570114,0.23911606548794143,0.5636815920398011,0.052111260053619296,0.0,0.0,0.01063973063973064,0.04067242126178502,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2
0233-FTHAV,0.19672131147540983,0.0,0.3394500641116968,0.5,0.0,0.014084507042253521,0.5963192638527705,0.23911606548794143,0.013432835820895536,0.0019645003235647593,0.0,0.0,0.016728395061728393,0.0061975350351815275,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,3
8467-WYNSR,0.4548823155699731,0.0,0.2096476751315864,0.75,0.0,0.056338028169014086,0.45820756956879866,0.0,0.012935323383084583,0.009331376536932605,0.0,0.0,0.05326879910213243,0.2528086748198647,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
0318-ZOPWS,0.09836065573770492,0.0,0.025521204350097356,0.75,0.09090909090909091,0.36619718309859156,0.37487497499499894,0.23911606548794143,0.7154228855721394,0.2778670148839789,0.0,0.0,0.14196969696969697,0.24318655826485744,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,-1
8590-YFFQO,1.0,0.0,0.8863085909673742,0.75,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0708-LGSMF,0.4918032786885246,0.0,0.13017998765256208,0.5,0.0,0.0,0.36687337467493497,0.07058823529411765,0.7577114427860697,0.26137370155187495,0.0,0.0,0.005145903479236813,0.007641758892388179,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,4
8006-PYCSW,0.47540983606557374,0.0,0.36633898466068293,1.0,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1771-OADNZ,0.26229508196721313,0.0,0.2096476751315864,0.75,0.0,0.23943661971830985,0.6825365073014602,0.23529411764705882,0.5129353233830846,0.13899417583433485,0.0,0.0,0.17232323232323232,0.15173549378741227,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,-1
0479-HMSWA,0.9508196721311475,0.0,0.37293061689699386,0.0,0.0,0.2676056338028169,0.9747949589917982,0.1411764705882353,0.7547263681592039,0.20379379680133125,0.0,0.0,0.2734567901234568,0.235461173208184,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
1561-BWHIN,0.5737704918032787,0.0,0.4011872536448687,0.25,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
6502-MJQAE,0.3114754098360656,0.0,0.24683478178278007,0.75,0.09090909090909091,0.9154929577464789,0.0,0.3411764705882353,0.38159203980099504,0.26137370155187495,0.0,0.0,0.0,0.3150900068406202,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-1
8584-KMVXD,0.01639344262295082,0.2222222222222222,0.9143467730445932,0.5,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
7940-UQQUG,0.4098360655737705,0.3333333333333333,0.0036377451678776653,0.5623956981272019,0.09090909090909091,0.8028169014084507,0.8115623124624924,0.29411764705882354,0.4611265939909204,0.4866645095682721,0.914641494275959,0.0,0.6602300785634119,0.5449423732101911,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
6859-RKMZJ,0.4548823155699731,0.0,0.4244004369093413,0.5623956981272019,0.0,0.44420649616221375,0.45820756956879866,0.23911606548794143,0.4611265939909204,0.26137370155187495,0.0,0.0,0.21054457778019167,0.2528086748198647,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-1
