Customer ID,Age,Number of Dependents,Latitude,Longitude,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Population,Gender_Female,Gender_Male,Gender_nan,Married_No,Married_Yes,Married_nan,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Offer_nan,Phone Service_No,Phone Service_Yes,Phone Service_nan,Multiple Lines_No,Multiple Lines_Yes,Multiple Lines_nan,Internet Service_No,Internet Service_Yes,Internet Service_nan,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Internet Type_nan,Online Security_No,Online Security_Yes,Online Security_nan,Online Backup_No,Online Backup_Yes,Online Backup_nan,Device Protection Plan_No,Device Protection Plan_Yes,Device Protection Plan_nan,Premium Tech Support_No,Premium Tech Support_Yes,Premium Tech Support_nan,Streaming TV_No,Streaming TV_Yes,Streaming TV_nan,Streaming Movies_No,Streaming Movies_Yes,Streaming Movies_nan,Streaming Music_No,Streaming Music_Yes,Streaming Music_nan,Unlimited Data_No,Unlimited Data_Yes,Unlimited Data_nan,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Contract_nan,Paperless Billing_No,Paperless Billing_Yes,Paperless Billing_nan,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Payment Method_nan,Churn Category
0754-EEBDC,0.022337476811443855,-0.45104187259968315,33.362575,-117.299644,-0.5988099377842525,-0.8500438476836417,-0.07900762637964096,-0.8824724097237677,0.6078473383604439,-0.5775830551143089,-0.16681139208451826,-0.2890236959990723,-0.5927508928873071,-0.6413052684325791,-1.138574513017221,-0.0719039413386657,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,4
9873-MNDKV,0.6750830388222034,-0.45104187259968315,38.445603,-123.063756,-0.5988099377842525,0.6379892637686295,-1.3555281262374952,-1.103957839505537,-1.5876084889188604,-0.5834777139018292,-0.16681139208451826,-0.2890236959990735,-0.7452255749464383,-0.6917638279307425,-0.1897904860479822,-1.1033179850958899,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
6924-TDGMT,0.6098084826211275,-0.45104187259968315,37.885629,-122.46858,-0.5988099377842525,-0.7187468084378531,1.4598971850313776,-1.103957839505537,-1.6180607413401702,-0.9095141436938363,-0.16681139208451826,-0.2890236959990723,-0.06045077370803322,-0.7468841337209207,-0.1897904860479822,-0.4546292736529551,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
3945-GFWQL,0.022337476811443855,-0.45104187259968315,38.966713,-123.586412,0.4884266685568621,1.7321312574835348,0.3957830326213227,0.2803260966305202,1.8051306926082236,2.873335595626533,-0.16681139208451826,-0.2890236959990723,1.6655611076463237,2.7943105654806644,-0.1897904860479822,-1.0832196161049183,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
7691-XVTZH,0.022337476811443855,-0.45104187259968315,33.012751,-117.200617,-0.5988099377842525,0.6379892637686295,-1.4277185188341328,-0.3841301927147872,1.29643705923248,1.1679965471256124,-0.16681139208451826,-0.2890236959990723,-0.807122115591321,0.6894808240289239,0.7589935409212564,-0.7291558676399091,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,-1
4973-MGTON,-1.4789773158133033,-0.45104187259968315,34.903052,-118.411251,1.2132510727842718,1.7321312574835348,1.2627618821713282,2.93815125401175,1.6546607394676354,2.753398304328839,1.7471572769571502e-16,-0.2890236959990723,2.8043156303781185,1.5549511810257653e-14,0.7589935409212564,-0.36063539761999064,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
5357-TZHPP,-0.4345844165960879,-0.45104187259968315,39.288127,-122.415841,-0.5988099377842525,1.382005819494765,1.762541523224974,0.11421202429419335,0.35730522087154704,1.1838740957952236,1.9871896237406692,-0.2890236959990723,2.9703523408805124,1.8272166698809333,-0.1897904860479822,-1.0702236782611323,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
9297-FVVDH,0.022337476811443855,-0.45104187259968315,32.957195,-117.202542,-0.23639773567054762,-0.9375752071808342,-0.6724959501308455,-0.05190204804213351,0.5386752536749353,-0.6679519773326664,-0.16681139208451826,1.841017646781141,-0.7672591225573416,-0.7468917323293837,-2.0873585399864596,0.30779907984916177,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,-1
5206-XZZQI,-1.609526428215455,1.7615570914635428,36.397745,-120.119911,0.850838870670567,1.7321312574835348,0.04732556066447513,0.003469309403308774,0.9435110799817572,2.0147357594104016,-0.16681139208451826,2.2670259153371837,1.2078711393425916,1.9935730049601132,-0.1897904860479822,-1.0194488513365727,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2623-DRYAM,-1.0873299786068473,-0.45104187259968315,34.1678,-116.86433,-0.5988099377842525,-1.3314663249182002,-0.7238621910169146,3.104265326348077,-0.3945967175899067,-1.0240083831272473,-0.16681139208451826,-0.2890236959990723,-0.9210507522897682,-1.096598690315112,-0.1897904860479822,-1.0975755939556122,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-1
2056-EVGZL,-0.7609571976014676,-0.45104187259968315,35.176236,-120.483243,-0.5988099377842525,-0.018495932460313683,-1.2083767276487129e-14,0.003469309403308774,-2.341954894806461e-14,8.86320961195047e-15,1.7471572769571502e-16,-4.54045620894351e-16,-1.0653126553089e-14,1.5549511810257653e-14,-0.1897904860479822,0.12132248334646381,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-1
2361-UPSND,-1.4137027596122271,1.7615570914635428,33.362575,-117.299644,-0.5988099377842525,-0.6312154489406607,-0.3823461029635898,0.5571828838577316,-0.33369221274728733,-0.608910314315728,-0.16681139208451826,-0.2890236959990723,-0.553824958774711,-0.6546636221104304,-0.1897904860479822,-0.0719039413386657,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
5602-BVFMK,0.022337476811443855,-0.45104187259968315,33.81859,-117.821288,-0.23639773567054762,1.4257714992433614,0.030666239296020376,-1.103957839505537,-1.529900781615492,-0.40842060918373263,-0.16681139208451826,-0.2890236959990723,0.9780384444357542,-0.03481853465866626,-0.1897904860479822,0.9482268075464341,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4781-ZXYGU,1.1972794884308111,-0.45104187259968315,32.957195,-117.202542,-0.5988099377842525,-1.3752320046667963,-1.2083767276487129e-14,-0.21801612037846035,0.52434478194726,-1.0432135617575558,1.7471572769571502e-16,-0.2890236959990723,-1.0653126553089e-14,-1.105443470565976,-0.1897904860479822,0.30779907984916177,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1723-HKXJQ,1.9805741628437226,-0.45104187259968315,33.362575,-117.299644,-0.5988099377842525,-1.2001692856724115,-1.5977824244704428,0.33569745407596246,-1.2902512005696016,-1.018517793692097,-0.16681139208451826,-0.2890236959990723,-0.9529360815335928,-1.1017771419826066,-1.138574513017221,-0.0719039413386657,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2
9309-BZGNT,1.1320049322297352,-0.45104187259968315,32.67117,-117.00232,-0.5988099377842525,-1.2877006451696038,0.7296635983807724,0.5571828838577316,-0.3516053024068815,-0.9909222338037456,-0.16681139208451826,-0.2890236959990723,-0.8255593830174562,-1.0415049796545541,1.707777567890495,-0.23682138513926895,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,-1
9618-LFJRU,0.022337476811443855,-0.45104187259968315,37.881842,-121.848111,-0.5988099377842525,-0.4123870501976796,0.9781651421268908,-0.27338747782390266,-0.3354835217132469,-0.4850987109923653,-0.16681139208451826,-0.2890236959990723,0.08089316792007241,-0.3652744181035322,-0.1897904860479822,-0.39549271927851765,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-1
1428-IEDPR,-1.0220554224057714,0.6552576094319297,34.11572,-118.192754,1.9380754770116817,1.2069431005003803,-0.072066242476118,-1.103957839505537,-1.6158216051327208,-0.528548050764895,-0.16681139208451826,-0.2890236959990723,0.717054871872122,-0.2091306127985459,-0.1897904860479822,2.144910898069015,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1043-YCUTE,-1.4137027596122271,-0.45104187259968315,38.067204,-122.524004,2.6628998812390914,1.0318803815059954,1.373824024627694,1.7199813902120196,0.7572149475219806,1.2498562441587588,-0.16681139208451826,-0.2890236959990723,2.082830912746605,1.6219858539053444,0.7589935409212564,-0.4397192054290765,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
7632-YUTXB,-1.3484282034111512,-0.45104187259968315,34.1678,-116.86433,-0.5988099377842525,-1.068872246426623,-1.231971492754788,-1.103957839505537,-1.5858171799529008,-1.0138115741762543,-0.16681139208451826,-0.2890236959990723,-0.8995490489315418,-1.0819979641535697,0.7589935409212564,-1.0975755939556122,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
3705-PSNGL,1.1972794884308111,-0.45104187259968315,38.578807,-123.19338,-0.5988099377842525,-1.1564036059238152,-0.7183090838940963,0.003469309403308774,0.34521388535132097,-0.866468873273677,-0.16681139208451826,-0.2890236959990723,-0.8566722717990596,-0.9513740853713727,-0.1897904860479822,-1.033401854370405,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2272-QAGFO,1.0014558198275831,1.7615570914635428,38.006047,-121.916834,1.9380754770116817,1.7321312574835348,-0.13037386726571001,-1.103957839505537,-1.4586342433697843,-0.2825411215276512,-0.16681139208451826,-0.2890236959990723,0.9744674901677799,0.06471563759740517,1.707777567890495,2.8573703742802956,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0916-KNFAJ,1.458377713235115,-0.45104187259968315,37.333851,-121.891147,-0.5988099377842525,1.6883655777349387,-1.2083767276487129e-14,0.11421202429419335,0.9094762096285287,1.9109374734220883,-0.16681139208451826,-4.54045620894351e-16,-1.0653126553089e-14,2.3012938518838575,-0.1897904860479822,-1.0844789124076109,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
6204-IEUXJ,-1.5442518720143792,-0.45104187259968315,32.790282,-115.689559,0.850838870670567,-0.4561527299462758,-1.319432929939176,1.8307241051029042,0.6748147350878487,-0.20331975967762858,-0.16681139208449589,-0.2890236959990723,-0.841223462554633,-0.41673599391880406,-2.0873585399864596,-1.0305306588002663,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
1325-USMEC,-0.173486191791784,-0.45104187259968315,33.924143,-117.79387,-0.5988099377842525,-0.8500438476836417,1.5746436004826898,-1.103957839505537,-1.6180607413401702,-0.9615440150078775,3.303195723820168,-0.2890236959990723,-0.2005790713300203,-0.843914564488453,-0.1897904860479822,-1.0418139536723907,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
7251-XFOIL,1.0014558198275831,1.7615570914635428,38.333133,-121.920151,2.3004876791253865,-1.2439349654210077,-1.3499750191146767,-1.103957839505537,-1.6108955054763325,-1.0347756429286454,-0.16681139208451826,-0.2890236959990723,-0.9348533769425755,-1.1093453560116964,0.7589935409212564,2.0685975421258527,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
6950-TWMYB,0.022337476811443855,-0.45104187259968315,38.208336,-120.339938,-0.5988099377842525,-0.018495932460313683,-1.2083767276487129e-14,0.003469309403308774,-2.341954894806461e-14,8.86320961195047e-15,1.7471572769571502e-16,-4.54045620894351e-16,-1.0653126553089e-14,1.5549511810257653e-14,-0.1897904860479822,-1.1069447584476442,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5482-NUPNA,0.34871025781682363,-0.45104187259968315,33.907361,-117.109972,-0.5988099377842525,0.9005833422602069,0.442290304774926,-0.4395015501602295,1.222955278671422,1.4443086777906324,-0.16681139208451826,-0.2890236959990723,1.0195349591029557,1.458372616481287,-0.1897904860479822,-0.4708490100316338,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2716-GFZOR,1.6542013818383428,-0.45104187259968315,35.957019,-119.330928,-0.5988099377842525,1.4257714992433614,1.4723916760577183,0.39106881152140477,1.6439128856718785,2.3638279110729523,-0.16681139208451826,-0.2890236959990723,2.687601142832315,2.693746781777864,-0.1897904860479822,-0.9012764862919133,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
5019-GQVCR,0.8056321512243554,2.8678565734951555,37.639029,-120.964772,-0.23639773567054762,1.8196626169807273,1.4987689348911053,1.8307241051029042,0.827075997194397,1.9916087311835573,-0.16681139208451826,-0.2890236959990723,3.114304851938415,2.5242864151415723,0.7589935409212564,0.2541026855023557,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-1
8138-EALND,-1.8053500968186829,0.6552576094319297,34.132275,-117.611478,-0.23639773567054762,-0.10602729195750611,-0.8869847127497018,1.5538673178756928,0.6837712799176457,0.1107134334704356,-0.16681139208451826,-0.2890236959990723,-0.5639299995755737,-0.05835522437262787,-0.1897904860479822,0.8549885092950851,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
6300-BWMJX,-1.4789773158133033,-0.45104187259968315,33.716136,-117.752574,2.3004876791253865,0.06903542703687875,-0.9876347793507834,0.39106881152140477,-0.21546582099396772,-0.1512661195781538,-0.16681139208451826,-0.2890236959990723,-0.5856216473097562,-0.2984446566719611,-0.1897904860479822,0.21803643939324396,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
6543-CPZMK,-0.10821163559070807,-0.45104187259968315,41.867908,-123.794144,-0.5988099377842525,1.0756460612545917,0.9066688879206052,0.33569745407596246,0.8037889806369252,1.267183688739817,-0.16681139208451826,-0.2890236959990723,1.6512772905744273,1.5063540296205313,1.707777567890495,-1.085939696118734,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
5549-ZGHFB,0.15288658921359577,-0.45104187259968315,34.209532,-118.577563,0.4884266685568621,1.1631774207517842,-0.48299616956467145,-0.8824724097237677,0.06935230459357535,0.8008163497481298,-0.16681139208451826,-0.2890236959990723,0.2469298784224665,0.712272850113517,-0.1897904860479822,1.0964207964472816,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2761-XECQW,-1.1526045348079235,2.8678565734951555,36.248708,-121.386617,-0.5988099377842525,-1.3752320046667963,-1.1021676137589105,1.7753527476574618,-0.7188236404285564,-1.0597090988484394,-0.16681139208451826,-0.2890236959990723,-0.9438947292380842,-1.1319854099270308,-0.1897904860479822,-0.39725573410228704,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3
5167-ZFFMM,0.022337476811443855,-0.45104187259968315,34.110845,-118.259595,-0.23639773567054762,1.2507087802489765,-0.07345451925682253,0.003469309403308774,1.0227397945745187,1.6163233779732344,-0.16681139208451826,-0.2890236959990723,0.7433431735044412,1.5129838155044477,1.707777567890495,0.36366146383659886,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0565-IYCGT,0.022337476811443855,-0.45104187259968315,34.136306,-118.26036,-0.5988099377842525,-0.018495932460313683,-1.2083767276487129e-14,0.003469309403308774,-2.341954894806461e-14,8.86320961195047e-15,1.7471572769571502e-16,-4.54045620894351e-16,-1.0653126553089e-14,1.5549511810257653e-14,-0.1897904860479822,-0.255660457827548,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2709-UQGNP,-1.4789773158133033,-0.45104187259968315,33.362575,-117.299644,-0.5988099377842525,0.8130519827630144,-1.5977824244704428,1.221639173203039,-0.5307361990028204,0.132984785421672,-0.16681139208451826,-0.2890236959990723,-0.9529360815335928,-0.1814716779934387,-0.1897904860479822,-0.0719039413386657,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1218-VKFPE,-1.4789773158133033,-0.45104187259968315,34.029175,-117.307211,-0.5988099377842525,0.37539518527705223,0.9497054681224473,2.162952249775558,1.5059820952930056,0.9549331544992686,-0.16681139208451826,-0.28902369599908195,0.9524592684736708,1.0471283278584258,0.7589935409212564,-0.5574382238047667,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2484-DGXPZ,-1.1526045348079235,-0.45104187259968315,32.85723,-117.209763,-0.5988099377842525,-1.112637926175219,0.3888416487178,0.003469309403308774,0.336257340521524,-0.837779949255382,1.1147700342260842,-0.2890236959990723,-0.6992463730066736,-0.8861628275424082,-0.1897904860479822,0.645340860822846,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,-1
6295-OSINB,1.6542013818383428,-0.45104187259968315,34.079934,-118.046695,-0.23639773567054762,-0.3686213704490834,-1.5977824244704428,0.5018115264122893,-0.8531718128755106,-0.6371476314107855,-0.16681139208451826,-0.2890236959990723,-0.9529360815335928,-0.7969779600128629,-2.0873585399864596,0.40904650258563474,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2
6857-VWJDT,0.022337476811443855,-0.45104187259968315,33.362575,-117.299644,-0.5988099377842525,-0.3686213704490834,1.4626737385927868,0.003469309403308774,0.87723264824126,-0.09548078016561172,-0.16681139208451826,-0.2890236959990723,0.3870075242108653,0.03796093719938788,-0.1897904860479822,-0.0719039413386657,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
6618-RYATB,-1.2831536472100753,-0.45104187259968315,34.018354,-117.85492,-0.23639773567054762,0.025269747288282532,-0.5253386113761609,2.162952249775558,-0.38384886379415045,-0.1979004765987792,-0.16681139208451826,-0.2890236959990723,-0.30731514765893114,-0.2522147227834246,-0.1897904860479822,1.1599397019550888,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2799-TSLAG,-0.6304080851993157,-0.45104187259968315,34.064073,-117.166158,-0.5988099377842525,-0.018495932460313683,-1.2083767276487129e-14,0.003469309403308774,-2.341954894806461e-14,8.86320961195047e-15,1.7471572769571502e-16,-4.54045620894351e-16,-1.0653126553089e-14,1.5549511810257653e-14,-0.1897904860479822,0.7346501546097945,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-1
2252-NKNSI,-1.5442518720143792,-0.45104187259968315,33.748635,-117.906125,-0.5988099377842525,-0.9375752071808342,-1.5977824244704428,0.003469309403308774,-0.9331293312651523,-0.8799220058290664,-0.16681139208451826,-0.2890236959990723,-0.9529360815335928,-0.991008427114076,1.707777567890495,2.413846216472015,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,-1
6172-FECYY,-0.6304080851993157,-0.45104187259968315,38.733714,-120.795213,-0.5988099377842525,-0.9375752071808342,1.325802268713322,0.33569745407596246,1.2337031324671788,-0.574564419364248,-0.16681139208451826,-0.2890236959990723,-0.36626121899729636,-0.5709383547615087,-0.1897904860479822,0.6072597406294263,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
3850-OKINF,0.022337476811443855,-0.45104187259968315,36.497895,-119.285484,2.3004876791253865,-1.068872246426623,-0.4114999153583859,-1.103957839505537,-1.5983563427146166,-1.0111257014222632,-0.16681139208451826,-0.2890236959990723,-0.7798081143288389,-1.043925136450001,1.707777567890495,-0.8347352696576441,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
